game_id,season,game_date,game_type,venue,venue_utc_offest,home_team_id,away_team_id,home_team_abbrev,away_team_abbrev,home_team_score,away_team_score,start_time_utc,winner_abbrev,loser_abbrev,goal_diff
2022021070,20222023,2023-03-14,2,United Center,-05:00,16,6,CHI,BOS,6.0,3.0,2023-03-15T00:30:00Z,CHI,BOS,3.0
2022021084,20222023,2023-03-16,2,Canada Life Centre,-05:00,52,6,WPG,BOS,0.0,3.0,2023-03-17T00:00:00Z,BOS,WPG,3.0
2022021096,20222023,2023-03-18,2,Xcel Energy Center,-05:00,30,6,MIN,BOS,2.0,5.0,2023-03-18T18:00:00Z,BOS,MIN,3.0
2022021108,20222023,2023-03-19,2,KeyBank Center,-04:00,7,6,BUF,BOS,0.0,7.0,2023-03-19T17:00:00Z,BOS,BUF,7.0
2022021125,20222023,2023-03-21,2,TD Garden,-04:00,6,9,BOS,OTT,2.0,1.0,2023-03-21T23:00:00Z,BOS,OTT,1.0
2022021137,20222023,2023-03-23,2,TD Garden,-04:00,6,8,BOS,MTL,4.0,2.0,2023-03-23T23:00:00Z,BOS,MTL,2.0
2022021151,20222023,2023-03-25,2,TD Garden,-04:00,6,14,BOS,TBL,2.0,1.0,2023-03-25T17:00:00Z,BOS,TBL,1.0
2022021166,20222023,2023-03-26,2,PNC Arena,-04:00,12,6,CAR,BOS,3.0,4.0,2023-03-26T21:00:00Z,BOS,CAR,1.0
2022021178,20222023,2023-03-28,2,TD Garden,-04:00,6,18,BOS,NSH,1.0,2.0,2023-03-28T23:00:00Z,NSH,BOS,1.0
2022021189,20222023,2023-03-30,2,TD Garden,-04:00,6,29,BOS,CBJ,2.0,1.0,2023-03-30T23:00:00Z,BOS,CBJ,1.0
2022021205,20222023,2023-04-01,2,PPG Paints Arena,-04:00,5,6,PIT,BOS,3.0,4.0,2023-04-01T19:00:00Z,BOS,PIT,1.0
2022021218,20222023,2023-04-02,2,Enterprise Center,-05:00,19,6,STL,BOS,3.0,4.0,2023-04-02T19:30:00Z,BOS,STL,1.0
2022021246,20222023,2023-04-06,2,TD Garden,-04:00,6,10,BOS,TOR,2.0,1.0,2023-04-06T23:00:00Z,BOS,TOR,1.0
2022021265,20222023,2023-04-08,2,TD Garden,-04:00,6,1,BOS,NJD,2.0,1.0,2023-04-09T00:00:00Z,BOS,NJD,1.0
2022021273,20222023,2023-04-09,2,Wells Fargo Center,-04:00,4,6,PHI,BOS,3.0,5.0,2023-04-09T22:00:00Z,BOS,PHI,2.0
2022021290,20222023,2023-04-11,2,TD Garden,-04:00,6,15,BOS,WSH,5.0,2.0,2023-04-11T23:00:00Z,BOS,WSH,3.0
2022021298,20222023,2023-04-13,2,Centre Bell,-04:00,8,6,MTL,BOS,4.0,5.0,2023-04-13T23:00:00Z,BOS,MTL,1.0
2022020013,20222023,2022-10-13,2,KeyBank Center,-04:00,7,9,BUF,OTT,4.0,1.0,2022-10-13T23:00:00Z,BUF,OTT,3.0
2022020025,20222023,2022-10-15,2,KeyBank Center,-04:00,7,13,BUF,FLA,3.0,4.0,2022-10-15T17:00:00Z,FLA,BUF,1.0
2022020054,20222023,2022-10-18,2,Rogers Place,-06:00,22,7,EDM,BUF,2.0,4.0,2022-10-19T01:00:00Z,BUF,EDM,2.0
2022020068,20222023,2022-10-20,2,Scotiabank Saddledome,-06:00,20,7,CGY,BUF,3.0,6.0,2022-10-21T01:30:00Z,BUF,CGY,3.0
2022020084,20222023,2022-10-22,2,Rogers Arena,-07:00,23,7,VAN,BUF,1.0,5.0,2022-10-23T02:00:00Z,BUF,VAN,4.0
2022020105,20222023,2022-10-25,2,Climate Pledge Arena,-07:00,55,7,SEA,BUF,5.0,1.0,2022-10-26T02:00:00Z,SEA,BUF,4.0
2022020114,20222023,2022-10-27,2,KeyBank Center,-04:00,7,8,BUF,MTL,2.0,3.0,2022-10-27T23:00:00Z,MTL,BUF,1.0
2022020131,20222023,2022-10-29,2,KeyBank Center,-04:00,7,16,BUF,CHI,4.0,3.0,2022-10-29T23:00:00Z,BUF,CHI,1.0
2022020144,20222023,2022-10-31,2,KeyBank Center,-04:00,7,17,BUF,DET,8.0,3.0,2022-10-31T23:00:00Z,BUF,DET,5.0
2022020160,20222023,2022-11-02,2,KeyBank Center,-04:00,7,5,BUF,PIT,6.0,3.0,2022-11-02T23:30:00Z,BUF,PIT,3.0
2022020174,20222023,2022-11-04,2,PNC Arena,-04:00,12,7,CAR,BUF,5.0,3.0,2022-11-04T23:00:00Z,CAR,BUF,2.0
